,RollNumber,Name,exam-mid-35,exam-end-50,lab-basic01-20,lab-basic02-20,lab-basic03-20,asgn-basic01-15,asgn-basic02-15,asgn-basic03-15,asgn-basic04-15,oth-quiz01-30,oth-quiz02-30,oth-quiz03-30,fraud,overall,avgExam,avgLab,avgAsgn,avgOth,ChMarks,var,cheatflagged,temp,best,worst,bestExam,worstExam
159,160,0,932.9446064139943,640.0,3125.0,4375.0,8125.0,21728.395061728388,13827.16049382716,25679.012345679013,25679.012345679013,0.0,2098.7654320987654,1358.0246913580243,1,52.94444444444445,120.0,125.0,293.33333333333337,93.33333333333333,112.77777777777777,453.4907579193293,180.5555555555556,453.5096456423094,86.67,0.0,basic04,quiz01
160,161,0,2265.7226155768426,384.0,3750.0,8750.0,7500.0,17777.777777777774,11851.851851851852,25679.012345679013,21728.395061728388,2716.0493827160485,1975.308641975309,3580.2469135802476,9,66.23015873015873,145.14285714285714,160.0,260.0,223.33333333333331,176.15873015873012,646.9009826152683,83.84126984126988,646.916081476862,97.14,30.0,mid,basic01
161,162,0,1732.6114119117035,160.0,3750.0,9375.0,6875.0,17777.777777777774,3950.617283950618,25679.012345679013,9876.543209876543,617.283950617284,2592.5925925925926,1975.308641975309,6,49.07142857142857,94.28571428571429,160.0,193.33333333333334,140.0,131.42857142857142,750.355596784168,61.904761904761926,750.3759752412277,86.67,13.33,basic03,basic02
162,163,0,1332.778009162849,560.0,9375.0,1875.0,10000.0,21728.395061728388,9876.543209876543,1975.308641975309,17777.777777777774,2098.7654320987654,123.45679012345681,2098.7654320987654,7,57.007936507936506,127.14285714285714,170.0,173.33333333333331,116.66666666666666,137.93650793650792,642.0799147942005,35.39682539682539,642.0974562114357,80.0,3.33,basic03,quiz02
163,164,0,1999.1670137442732,128.0,2500.0,9375.0,4375.0,7901.234567901236,23703.703703703704,7901.234567901236,21728.395061728388,2345.6790123456794,1728.395061728395,1358.0246913580243,1,48.48412698412699,101.71428571428571,130.0,206.66666666666669,146.66666666666666,126.12698412698414,533.1603621246479,80.53968253968254,533.1809874315721,85.71,16.0,mid,end
164,165,0,333.19450229071225,288.0,2500.0,8750.0,4375.0,17777.777777777774,17777.777777777774,13827.16049382716,21728.395061728388,864.1975308641975,3209.8765432098767,1358.0246913580243,1,35.960317460317455,50.285714285714285,125.0,240.0,146.66666666666666,107.31746031746032,566.094190201333,132.6825396825397,566.121998632143,86.67,14.29,quiz02,mid
165,166,0,1599.3336109954184,80.0,5000.0,5625.0,7500.0,11851.851851851852,19753.086419753086,9876.543209876543,1975.308641975309,2469.135802469136,123.45679012345681,987.6543209876545,8,41.031746031746025,78.57142857142857,145.0,146.66666666666666,96.66666666666667,106.74603174603175,830.9562289562289,39.92063492063491,830.9806003295364,68.57,3.33,mid,quiz02
166,167,0,1865.8892128279886,224.0,8125.0,3125.0,1250.0,3950.617283950618,3950.617283950618,23703.703703703704,25679.012345679013,1604.9382716049383,2592.5925925925926,1481.4814814814815,2,46.94444444444445,108.0,100.0,193.33333333333334,153.33333333333334,120.44444444444446,437.7754414897271,72.88888888888889,437.79674326487503,86.67,10.0,basic04,basic03
167,168,0,799.6668054977092,304.0,4375.0,3125.0,7500.0,1975.308641975309,7901.234567901236,21728.395061728388,3950.617283950618,1604.9382716049383,1481.4814814814815,0.0,0,35.84920634920635,72.28571428571428,120.0,119.99999999999999,83.33333333333334,91.87301587301586,1121.4543221328938,28.126984126984127,1121.482216753217,73.33,0.0,basic03,quiz03
168,169,0,1932.528113286131,656.0,3750.0,10625.0,6250.0,5925.925925925926,1975.308641975309,0.0,1975.308641975309,2839.5061728395067,1234.567901234568,370.3703703703704,3,62.54761904761905,164.85714285714286,165.0,33.333333333333336,120.0,149.95238095238096,1013.7019171304885,-116.61904761904762,1013.7179049492933,85.0,0.0,basic02,basic03
169,170,0,2265.7226155768426,192.0,7500.0,2500.0,2500.0,21728.395061728388,7901.234567901236,5925.925925925926,27654.32098765432,1728.395061728395,123.45679012345681,617.283950617284,5,47.84126984126984,121.14285714285714,100.0,213.33333333333331,66.66666666666667,95.93650793650794,789.3737373737374,117.39682539682538,789.3946398289464,97.14,3.33,mid,quiz02
170,171,0,1865.8892128279886,624.0,8750.0,6250.0,2500.0,21728.395061728388,7901.234567901236,0.0,11851.851851851852,1234.567901234568,3209.8765432098767,1111.1111111111109,9,62.0,158.0,140.0,140.0,150.0,149.33333333333334,609.6148560434274,-9.333333333333343,609.6309850756854,86.67,0.0,quiz02,basic03
171,172,0,1932.528113286131,160.0,4375.0,4375.0,8750.0,3950.617283950618,9876.543209876543,13827.16049382716,19753.086419753086,2592.5925925925926,3209.8765432098767,2469.135802469136,0,51.158730158730165,102.85714285714286,140.0,160.0,223.33333333333337,155.39682539682542,762.0714629286058,4.60317460317458,762.0910099345009,86.67,13.33,quiz02,basic01
172,173,0,1132.8613077884213,304.0,5625.0,1875.0,0.0,15802.469135802472,15802.469135802472,3950.617283950618,9876.543209876543,3580.2469135802476,1604.9382716049383,3086.419753086419,5,38.92063492063492,86.57142857142857,60.0,153.33333333333334,223.33333333333331,123.30158730158729,661.6658249158249,30.031746031746053,661.6915182274073,96.67,0.0,quiz01,basic03
173,174,0,932.9446064139943,208.0,6250.0,9375.0,0.0,11851.851851851852,21728.395061728388,13827.16049382716,19753.086419753086,3580.2469135802476,2469.135802469136,2469.135802469136,0,42.333333333333336,66.0,125.0,226.66666666666669,230.0,140.33333333333334,1224.778396206968,86.33333333333334,1224.802018254212,96.67,0.0,quiz01,basic03
174,175,0,2265.7226155768426,160.0,1250.0,0.0,10000.0,9876.543209876543,5925.925925925926,21728.395061728388,21728.395061728388,3086.419753086419,3209.8765432098767,2962.962962962963,4,51.61904761904762,117.14285714285714,90.0,200.0,250.0,152.38095238095238,737.8315639387067,47.61904761904762,737.8509366324337,97.14,0.0,mid,basic02
175,176,0,266.5556018325698,688.0,2500.0,6250.0,6875.0,23703.703703703704,5925.925925925926,15802.469135802472,23703.703703703704,987.6543209876545,740.7407407407408,864.1975308641975,7,45.02380952380953,97.42857142857143,125.0,233.33333333333334,70.0,97.47619047619048,393.7357245928674,135.85714285714286,393.7579350635179,86.0,11.43,end,mid
176,177,0,1599.3336109954184,336.0,5000.0,7500.0,2500.0,13827.16049382716,3950.617283950618,19753.086419753086,19753.086419753086,1481.4814814814815,2839.5061728395067,2222.2222222222217,8,50.36507936507937,110.57142857142857,120.0,193.33333333333334,176.66666666666669,135.74603174603175,927.7643097643099,57.587301587301596,927.7841647910984,76.67,13.33,quiz02,basic02
177,178,0,0.0,128.0,1875.0,625.0,0.0,23703.703703703704,11851.851851851852,21728.395061728388,5925.925925925926,1975.308641975309,0.0,2469.135802469136,0,15.333333333333332,16.0,20.0,213.33333333333331,120.0,52.0,1125.448361162647,161.33333333333331,1125.5135785539512,80.0,0.0,basic01,quiz02
178,179,0,1066.222407330279,80.0,2500.0,625.0,625.0,25679.012345679013,25679.012345679013,11851.851851851852,13827.16049382716,1851.8518518518513,0.0,3333.3333333333335,7,28.0952380952381,55.714285714285715,30.0,260.0,140.0,75.23809523809524,421.9039888682746,184.76190476190476,421.9395820886136,90.0,0.0,quiz03,quiz02
179,180,0,2199.0837151187006,400.0,10625.0,7500.0,7500.0,17777.777777777774,21728.395061728388,17777.777777777774,23703.703703703704,2592.5925925925926,493.82716049382725,2716.0493827160485,2,68.62698412698413,144.28571428571428,205.0,273.3333333333333,156.66666666666666,168.65079365079364,861.7651858723287,104.68253968253967,861.7797574000263,94.29,13.33,mid,quiz02
180,181,0,1599.3336109954184,80.0,5000.0,4375.0,6250.0,19753.086419753086,23703.703703703704,23703.703703703704,1975.308641975309,2839.5061728395067,0.0,1234.567901234568,0,41.64285714285714,78.57142857142857,125.0,233.33333333333334,110.0,104.52380952380952,779.2960042602898,128.80952380952382,779.3200179824167,80.0,0.0,basic03,quiz02
181,182,0,599.7501041232821,144.0,8750.0,7500.0,1875.0,17777.777777777774,15802.469135802472,7901.234567901236,19753.086419753086,3086.419753086419,123.45679012345681,3086.419753086419,5,36.261904761904766,43.714285714285715,145.0,206.66666666666669,170.0,119.57142857142857,564.3526936026936,87.09523809523812,564.3802707530548,83.33,3.33,quiz03,quiz02
182,183,0,932.9446064139943,256.0,8125.0,10625.0,625.0,5925.925925925926,13827.16049382716,9876.543209876543,19753.086419753086,1481.4814814814815,2592.5925925925926,2592.5925925925926,1,43.666666666666664,72.0,155.0,166.66666666666669,180.0,135.66666666666666,608.3662990448703,31.00000000000003,608.389199808229,85.0,5.0,basic02,basic03
183,184,0,1466.0558100791334,384.0,6875.0,9375.0,625.0,1975.308641975309,7901.234567901236,15802.469135802472,3950.617283950618,987.6543209876545,2469.135802469136,740.7407407407408,6,47.492063492063494,110.85714285714286,135.0,100.0,113.33333333333334,119.73015873015873,796.6581460867176,-19.730158730158735,796.6792022364502,75.0,5.0,basic02,basic03
184,185,0,1932.528113286131,16.0,2500.0,8125.0,8125.0,27654.32098765432,15802.469135802472,17777.777777777774,23703.703703703704,864.1975308641975,2345.6790123456794,2962.962962962963,4,48.93650793650794,84.85714285714286,150.0,286.66666666666663,166.66666666666669,133.84126984126985,922.9204287775716,152.82539682539678,922.9408634191544,93.33,2.0,basic01,end
185,186,0,1665.972511453561,784.0,10625.0,8125.0,11250.0,3950.617283950618,11851.851851851852,5925.925925925926,15802.469135802472,740.7407407407408,2098.7654320987654,617.283950617284,5,72.63492063492065,169.42857142857144,240.0,126.66666666666669,93.33333333333333,167.5873015873016,884.6268123410981,-40.92063492063491,884.6405798236156,98.0,13.33,end,basic01
186,187,0,1532.6947105372758,512.0,0.0,11875.0,5625.0,17777.777777777774,11851.851851851852,0.0,5925.925925925926,1851.8518518518513,123.45679012345681,1481.4814814814815,2,52.539682539682545,129.71428571428572,140.0,120.0,93.33333333333334,121.01587301587301,709.5420875420875,-1.0158730158730123,709.561120774716,95.0,0.0,basic02,basic03
187,188,0,1865.8892128279886,544.0,7500.0,625.0,4375.0,17777.777777777774,3950.617283950618,1975.308641975309,9876.543209876543,493.82716049382725,2345.6790123456794,864.1975308641975,7,53.16666666666667,148.0,100.0,113.33333333333334,100.0,116.0,892.6144952930667,-2.666666666666657,892.6333040704963,80.0,5.0,mid,basic02
188,189,0,66.63890045814244,400.0,10625.0,0.0,1250.0,1975.308641975309,17777.777777777774,5925.925925925926,3950.617283950618,493.82716049382725,123.45679012345681,2592.5925925925926,1,28.103174603174605,52.857142857142854,95.0,100.0,86.66666666666667,78.17460317460318,746.1502095787811,21.825396825396822,746.1857927473775,85.0,0.0,basic01,basic02
189,190,0,1466.0558100791334,288.0,6250.0,0.0,2500.0,23703.703703703704,7901.234567901236,3950.617283950618,13827.16049382716,1975.308641975309,1111.1111111111109,3456.79012345679,8,41.769841269841265,98.85714285714286,70.0,166.66666666666666,176.66666666666669,115.17460317460318,526.6085858585858,51.49206349206348,526.6325265768073,93.33,0.0,quiz03,basic02
190,191,0,1399.4169096209912,144.0,8750.0,6875.0,1250.0,11851.851851851852,9876.543209876543,19753.086419753086,9876.543209876543,2222.2222222222217,2839.5061728395067,2962.962962962963,4,44.55555555555556,78.0,135.0,173.33333333333334,216.66666666666669,143.22222222222223,608.5229162372019,30.111111111111114,608.5453601274762,80.0,10.0,quiz03,basic03
191,192,0,1266.1391087047064,192.0,6875.0,7500.0,6875.0,5925.925925925926,1975.308641975309,5925.925925925926,13827.16049382716,3580.2469135802476,2345.6790123456794,1851.8518518518513,5,45.904761904761905,78.28571428571428,170.0,93.33333333333334,210.0,152.76190476190476,562.6928296571155,-59.428571428571416,562.7146138894806,96.67,6.67,quiz01,basic02
192,193,0,1266.1391087047064,80.0,5625.0,8125.0,9375.0,21728.395061728388,11851.851851851852,0.0,17777.777777777774,2098.7654320987654,1234.567901234568,2345.6790123456794,9,44.01587301587302,64.28571428571428,185.0,173.33333333333331,153.33333333333334,134.2063492063492,1158.9185047756473,39.12698412698413,1158.9412238524594,75.0,0.0,basic03,basic03
193,194,0,1665.972511453561,96.0,11875.0,9375.0,11250.0,5925.925925925926,27654.32098765432,27654.32098765432,5925.925925925926,617.283950617284,1234.567901234568,2469.135802469136,0,56.41269841269842,83.42857142857143,260.0,226.66666666666666,116.66666666666667,153.36507936507937,644.6231704803131,73.30158730158729,644.6408969856592,95.0,12.0,basic01,end
194,195,0,733.0279050395667,144.0,6250.0,9375.0,625.0,17777.777777777774,0.0,13827.16049382716,21728.395061728388,1481.4814814814815,1481.4814814814815,2592.5925925925926,1,34.85714285714286,49.42857142857143,130.0,180.0,150.0,109.80952380952381,894.5719782862644,70.19047619047619,894.6006668108546,75.0,0.0,basic02,basic02
195,196,0,1732.6114119117035,96.0,11875.0,3750.0,5625.0,25679.012345679013,21728.395061728388,5925.925925925926,19753.086419753086,3209.8765432098767,617.283950617284,2469.135802469136,0,50.404761904761905,86.28571428571429,170.0,246.66666666666669,170.0,142.0952380952381,833.2059369202227,104.57142857142858,833.2257763155935,95.0,12.0,basic01,end
196,197,0,333.19450229071225,64.0,6875.0,2500.0,5625.0,23703.703703703704,3950.617283950618,7901.234567901236,7901.234567901236,3456.79012345679,246.91358024691363,493.82716049382725,4,25.015873015873016,22.285714285714285,120.0,146.66666666666666,113.33333333333333,85.2063492063492,812.9917370988799,61.460317460317455,813.0317117181692,93.33,6.67,quiz01,quiz02
197,198,0,733.0279050395667,240.0,9375.0,3750.0,6250.0,25679.012345679013,3950.617283950618,3950.617283950618,7901.234567901236,1234.567901234568,3209.8765432098767,123.45679012345681,1,38.468253968253975,61.42857142857143,155.0,140.0,123.33333333333333,113.25396825396825,444.74328317185456,26.746031746031747,444.76927863296453,86.67,3.33,quiz02,quiz03
198,199,0,1332.778009162849,608.0,6875.0,5000.0,11875.0,19753.086419753086,7901.234567901236,23703.703703703704,13827.16049382716,1728.395061728395,3333.3333333333335,2839.5061728395067,3,64.89682539682539,133.14285714285714,190.0,220.0,213.33333333333331,178.82539682539678,466.75915618772757,41.17460317460322,466.77456526196016,95.0,26.67,basic03,basic02
199,200,0,999.5835068721366,544.0,11250.0,6875.0,9375.0,27654.32098765432,11851.851851851852,13827.16049382716,11851.851851851852,1975.308641975309,2222.2222222222217,740.7407407407408,6,59.65873015873016,110.85714285714286,220.0,219.99999999999997,133.33333333333334,154.73015873015876,582.9756579399435,65.26984126984121,582.992419946063,93.33,20.0,basic01,quiz03
200,201,0,1266.1391087047064,256.0,3125.0,6875.0,4375.0,15802.469135802472,19753.086419753086,17777.777777777774,15802.469135802472,3209.8765432098767,246.91358024691363,3333.3333333333335,7,45.01587301587302,86.28571428571428,115.0,233.33333333333334,183.33333333333334,128.2063492063492,476.9068233353946,105.12698412698415,476.9290377218544,90.0,6.67,quiz03,quiz02
201,202,0,1799.250312369846,240.0,1250.0,4375.0,8125.0,21728.395061728388,7901.234567901236,9876.543209876543,15802.469135802472,1234.567901234568,1975.308641975309,617.283950617284,5,45.89682539682539,107.14285714285714,110.0,186.66666666666669,103.33333333333334,106.82539682539682,906.124235552807,79.84126984126986,906.1460235521154,77.14,10.0,mid,basic01
202,203,0,1466.0558100791334,576.0,8750.0,9375.0,11875.0,3950.617283950618,17777.777777777774,1975.308641975309,25679.012345679013,2716.0493827160485,1481.4814814814815,493.82716049382725,4,66.10317460317461,134.85714285714286,240.0,166.66666666666669,126.66666666666666,167.17460317460316,1159.5317803889232,-0.5079365079364777,1159.5469082554137,95.0,6.67,basic03,basic03
203,204,0,2132.444814660558,736.0,4375.0,11875.0,2500.0,1975.308641975309,9876.543209876543,15802.469135802472,9876.543209876543,3456.79012345679,370.3703703703704,2469.135802469136,0,69.6904761904762,183.42857142857144,150.0,126.66666666666669,170.0,167.80952380952382,355.2704596990312,-41.14285714285714,355.28480886199674,95.0,6.67,basic02,basic01
204,205,0,399.8334027488546,64.0,6250.0,2500.0,5000.0,9876.543209876543,3950.617283950618,7901.234567901236,11851.851851851852,740.7407407407408,2839.5061728395067,1111.1111111111109,9,24.341269841269842,25.142857142857142,110.0,113.33333333333334,126.66666666666667,87.26984126984127,1135.2357589500446,26.063492063492077,1135.2768414410782,76.67,8.0,quiz02,end
205,206,0,1532.6947105372758,16.0,11875.0,3750.0,5625.0,25679.012345679013,1975.308641975309,13827.16049382716,0.0,2592.5925925925926,740.7407407407408,2839.5061728395067,3,42.98412698412699,67.71428571428571,170.0,140.0,166.66666666666669,134.7936507936508,593.8795437366866,5.206349206349188,593.9028081384591,95.0,0.0,basic01,basic04
206,207,0,1199.5002082465642,352.0,3750.0,9375.0,5625.0,13827.16049382716,0.0,7901.234567901236,21728.395061728388,617.283950617284,0.0,1111.1111111111109,9,44.07936507936508,95.42857142857143,150.0,146.66666666666666,46.66666666666667,97.36507936507938,454.64734075448337,49.301587301587276,454.67002710666196,75.0,0.0,basic02,quiz02
207,208,0,199.9167013744273,32.0,1250.0,1875.0,6250.0,7901.234567901236,7901.234567901236,15802.469135802472,13827.16049382716,2716.0493827160485,1481.4814814814815,864.1975308641975,7,19.03174603174603,12.571428571428571,75.0,153.33333333333334,136.66666666666666,74.74603174603175,1050.3931148216864,78.5873015873016,1050.445658608175,73.33,4.0,quiz01,end
208,209,0,399.8334027488546,96.0,3750.0,11250.0,3750.0,27654.32098765432,9876.543209876543,23703.703703703704,23703.703703703704,3456.79012345679,987.6543209876545,2716.0493827160485,2,35.89682539682539,29.142857142857142,150.0,286.66666666666663,193.33333333333331,124.15873015873017,617.9312856455712,162.50793650793645,617.9591432621972,93.33,12.0,quiz01,end
209,210,0,1266.1391087047064,112.0,5000.0,4375.0,8125.0,11851.851851851852,7901.234567901236,3950.617283950618,27654.32098765432,3086.419753086419,1975.308641975309,1975.308641975309,6,41.73809523809524,68.28571428571428,140.0,173.33333333333331,190.0,132.76190476190476,995.9544423830138,40.571428571428555,995.9784013105665,93.33,13.33,basic04,basic03
210,211,0,1799.250312369846,0.0,11875.0,5000.0,4375.0,27654.32098765432,7901.234567901236,15802.469135802472,5925.925925925926,2222.2222222222217,3333.3333333333335,2839.5061728395067,3,48.67460317460318,77.14285714285714,170.0,193.33333333333334,226.66666666666669,157.93650793650795,1433.4950869236586,35.39682539682539,1433.5156315184736,95.0,0.0,basic01,end
211,212,0,2265.7226155768426,32.0,625.0,11875.0,5000.0,23703.703703703704,5925.925925925926,0.0,17777.777777777774,3333.3333333333335,1851.8518518518513,3209.8765432098767,6,50.84126984126984,101.14285714285714,140.0,160.0,226.66666666666669,155.93650793650795,960.4580498866216,4.063492063492049,960.4777189468775,97.14,0.0,mid,basic03
212,213,0,399.8334027488546,16.0,11875.0,3750.0,1875.0,27654.32098765432,5925.925925925926,15802.469135802472,21728.395061728388,1234.567901234568,1111.1111111111109,987.6543209876545,8,27.785714285714285,19.142857142857142,140.0,240.0,90.0,83.04761904761905,686.4132996632997,156.95238095238096,686.4492893805233,95.0,2.0,basic01,end
213,214,0,932.9446064139943,448.0,2500.0,11250.0,5625.0,21728.395061728388,25679.012345679013,25679.012345679013,15802.469135802472,2345.6790123456794,1111.1111111111109,493.82716049382725,4,50.55555555555556,96.0,155.0,300.0,106.66666666666667,119.22222222222223,568.7845117845117,180.77777777777777,568.8042920042919,90.0,13.33,basic02,quiz03
214,215,0,466.47230320699714,496.0,5625.0,2500.0,6875.0,23703.703703703704,11851.851851851852,19753.086419753086,5925.925925925926,3086.419753086419,2962.962962962963,2345.6790123456794,9,45.22222222222223,82.0,120.0,206.66666666666669,226.66666666666666,142.88888888888889,968.0021129663985,63.7777777777778,968.0242259885115,83.33,20.0,quiz01,basic04
215,216,0,799.6668054977092,416.0,1875.0,4375.0,625.0,17777.777777777774,9876.543209876543,21728.395061728388,27654.32098765432,740.7407407407408,3456.79012345679,3209.8765432098767,6,40.238095238095234,86.28571428571428,55.0,260.0,200.0,113.76190476190476,945.3496014567444,146.23809523809524,945.3744535277503,93.33,5.0,quiz02,basic03
216,217,0,2132.444814660558,592.0,5625.0,625.0,9375.0,9876.543209876543,3950.617283950618,7901.234567901236,11851.851851851852,493.82716049382725,2469.135802469136,3333.3333333333335,7,62.35714285714286,165.42857142857144,125.0,113.33333333333334,170.0,153.47619047619048,994.554662268948,-40.14285714285714,994.57069892416,91.43,5.0,mid,basic02
217,218,0,133.2778009162849,288.0,625.0,3125.0,7500.0,21728.395061728388,0.0,5925.925925925926,3950.617283950618,2592.5925925925926,0.0,3209.8765432098767,6,27.317460317460323,41.714285714285715,90.0,106.66666666666666,156.66666666666669,96.12698412698414,1351.847230811516,10.539682539682516,1351.8838374355719,86.67,0.0,quiz03,quiz02
218,219,0,1999.1670137442732,352.0,0.0,2500.0,5625.0,23703.703703703704,3950.617283950618,5925.925925925926,1975.308641975309,3333.3333333333335,3456.79012345679,0.0,0,48.039682539682545,129.71428571428572,65.0,120.0,183.33333333333331,126.01587301587301,862.5332233903662,-6.015873015873012,862.5540395146021,93.33,0.0,quiz02,quiz03
219,220,0,1132.8613077884213,16.0,6875.0,1875.0,11250.0,25679.012345679013,19753.086419753086,19753.086419753086,23703.703703703704,1604.9382716049383,3580.2469135802476,1604.9382716049383,3,42.25396825396825,50.57142857142857,160.0,300.0,183.33333333333334,131.30158730158732,558.5345117845118,168.69841269841268,558.5581782007401,96.67,2.0,quiz02,end
220,221,0,932.9446064139943,432.0,3750.0,10000.0,6875.0,9876.543209876543,15802.469135802472,19753.086419753086,3950.617283950618,0.0,2345.6790123456794,2469.135802469136,0,48.5,94.0,165.0,166.66666666666669,130.0,129.66666666666666,470.98632584346876,37.00000000000003,471.0069444001698,80.0,0.0,basic02,quiz01
221,222,0,1599.3336109954184,208.0,5000.0,2500.0,2500.0,11851.851851851852,1975.308641975309,5925.925925925926,5925.925925925926,2469.135802469136,1234.567901234568,2592.5925925925926,1,39.476190476190474,94.57142857142857,80.0,86.66666666666666,170.0,114.85714285714285,303.2492269635127,-28.19047619047619,303.2745586884825,70.0,6.67,quiz03,basic02
222,223,0,1066.222407330279,416.0,5625.0,3125.0,6250.0,21728.395061728388,13827.16049382716,25679.012345679013,19753.086419753086,2716.0493827160485,2592.5925925925926,1604.9382716049383,3,49.48412698412699,97.71428571428572,120.0,273.33333333333337,186.66666666666666,134.7936507936508,920.1171407957121,138.53968253968256,920.137349296113,86.67,25.0,basic03,basic02
223,224,0,1932.528113286131,496.0,10625.0,5625.0,625.0,7901.234567901236,25679.012345679013,27654.32098765432,11851.851851851852,370.3703703703704,1728.395061728395,1358.0246913580243,1,58.992063492063494,144.85714285714286,135.0,246.66666666666669,93.33333333333333,124.3968253968254,978.5126606198035,122.26984126984128,978.5296120526032,93.33,5.0,basic03,basic03
224,225,0,2132.444814660558,96.0,625.0,9375.0,9375.0,9876.543209876543,23703.703703703704,15802.469135802472,9876.543209876543,740.7407407407408,2469.135802469136,246.91358024691363,2,49.468253968253975,103.42857142857143,155.0,200.00000000000003,93.33333333333334,117.25396825396827,1021.1137909709337,82.74603174603176,1021.1340059556923,91.43,5.0,mid,basic01
225,226,0,733.0279050395667,688.0,8750.0,625.0,5625.0,23703.703703703704,27654.32098765432,11851.851851851852,5925.925925925926,2222.2222222222217,123.45679012345681,3086.419753086419,5,52.07936507936508,117.42857142857143,120.0,233.33333333333331,146.66666666666666,128.03174603174602,1114.4685631828488,105.30158730158729,1114.4877646458174,93.33,3.33,basic02,quiz02
226,227,0,799.6668054977092,96.0,7500.0,625.0,625.0,1975.308641975309,11851.851851851852,1975.308641975309,0.0,3580.2469135802476,864.1975308641975,3209.8765432098767,6,26.79365079365079,46.285714285714285,70.0,53.33333333333333,206.66666666666669,107.65079365079366,632.2662681234109,-54.31746031746033,632.3035903982924,96.67,0.0,quiz01,basic04
227,228,0,1599.3336109954184,384.0,3750.0,2500.0,3750.0,5925.925925925926,27654.32098765432,13827.16049382716,19753.086419753086,1234.567901234568,1975.308641975309,123.45679012345681,1,45.80952380952381,116.57142857142857,80.0,226.66666666666669,90.0,95.52380952380952,410.34032501889646,131.14285714285717,410.362154540726,93.33,3.33,basic02,quiz03
228,229,0,1466.0558100791334,432.0,5000.0,10000.0,9375.0,19753.086419753086,17777.777777777774,3950.617283950618,19753.086419753086,3086.419753086419,1358.0246913580243,2592.5925925925926,1,60.214285714285715,116.85714285714286,195.0,206.66666666666669,190.0,167.2857142857143,1051.9126468769325,39.38095238095238,1051.9292542316182,83.33,13.33,quiz01,basic03
229,230,0,1999.1670137442732,176.0,5625.0,2500.0,0.0,21728.395061728388,13827.16049382716,3950.617283950618,27654.32098765432,1728.395061728395,3333.3333333333335,2839.5061728395067,3,46.206349206349216,107.71428571428571,65.0,226.66666666666669,213.33333333333331,128.68253968253967,805.1323438466295,97.98412698412702,805.1539858940359,93.33,0.0,basic04,basic03
230,231,0,1999.1670137442732,576.0,10000.0,10000.0,6250.0,11851.851851851852,27654.32098765432,7901.234567901236,21728.395061728388,3086.419753086419,3580.2469135802476,246.91358024691363,2,72.48412698412699,157.71428571428572,210.0,233.33333333333331,186.66666666666666,184.7936507936508,1095.1030028172884,48.5396825396825,1095.1167989412345,96.67,6.67,quiz02,quiz03
231,232,0,2199.0837151187006,352.0,1250.0,11875.0,625.0,5925.925925925926,15802.469135802472,23703.703703703704,1975.308641975309,1358.0246913580243,1111.1111111111109,617.283950617284,5,52.34920634920635,138.28571428571428,110.0,160.0,83.33333333333333,110.53968253968253,648.5475675118533,49.46031746031747,648.5666699982087,95.0,5.0,basic02,basic03
232,233,0,799.6668054977092,352.0,10625.0,10625.0,3125.0,11851.851851851852,0.0,3950.617283950618,9876.543209876543,2098.7654320987654,1234.567901234568,1975.308641975309,6,46.01587301587301,78.28571428571428,195.0,86.66666666666667,143.33333333333334,138.87301587301587,881.496186353329,-52.2063492063492,881.517917984926,85.0,0.0,basic02,basic02
233,234,0,1199.5002082465642,672.0,3125.0,8750.0,10625.0,21728.395061728388,7901.234567901236,27654.32098765432,23703.703703703704,1111.1111111111109,1111.1111111111109,246.91358024691363,2,60.91269841269842,135.42857142857144,180.0,273.3333333333333,66.66666666666667,127.36507936507938,597.5528069813782,145.96825396825392,597.569223919489,93.33,6.67,basic03,quiz03
234,235,0,1799.250312369846,256.0,11875.0,625.0,5000.0,11851.851851851852,9876.543209876543,21728.395061728388,11851.851851851852,1728.395061728395,2222.2222222222217,1234.567901234568,0,50.61904761904761,109.14285714285714,140.0,186.66666666666669,140.0,129.7142857142857,762.9150518793375,56.95238095238099,762.9348072885567,95.0,5.0,basic01,basic02
235,236,0,133.2778009162849,528.0,3125.0,10625.0,1875.0,1975.308641975309,13827.16049382716,7901.234567901236,21728.395061728388,987.6543209876545,2345.6790123456794,2345.6790123456794,9,39.37301587301587,71.71428571428571,125.0,153.33333333333331,153.33333333333334,116.68253968253968,1066.1539888682746,36.65079365079363,1066.1793869734954,85.0,5.71,basic02,mid
236,237,0,1266.1391087047064,368.0,10000.0,11250.0,11250.0,25679.012345679013,3950.617283950618,1975.308641975309,21728.395061728388,3456.79012345679,3209.8765432098767,740.7407407407408,6,62.238095238095234,100.28571428571428,260.0,180.0,200.0,186.76190476190473,473.21876932591226,-6.761904761904731,473.23483665567505,93.33,6.67,quiz01,basic03
237,238,0,1665.972511453561,672.0,3750.0,6250.0,9375.0,17777.777777777774,7901.234567901236,11851.851851851852,23703.703703703704,987.6543209876545,1728.395061728395,1111.1111111111109,9,62.968253968253975,155.42857142857144,155.0,206.66666666666669,103.33333333333333,137.9206349206349,1224.228750085893,68.74603174603178,1224.2446311042947,84.0,26.67,end,quiz01
238,239,0,666.3890045814245,736.0,11875.0,0.0,625.0,15802.469135802472,11851.851851851852,11851.851851851852,19753.086419753086,3456.79012345679,246.91358024691363,864.1975308641975,7,49.25396825396825,120.57142857142857,100.0,200.0,123.33333333333333,114.63492063492062,731.7853878925308,85.36507936507938,731.8056908251766,95.0,0.0,basic01,basic02
